text_id,macro_category,n_cases
es_wr_c1_34_25_3_ams,Extension,1
es_wr_c1_41_11_3_rmme,Enhancement,1
es_wr_c1_57_4_3_cmc,Enhancement,1
es_wr_c1_60_2.5_14_fh,Enhancement,2
es_wr_c2_18_13_3_mmf,Enhancement,1
es_wr_c2_19_13_14_psr,Elaboration,1
es_wr_c2_19_13_14_psr,Enhancement,1
es_wr_c2_19_13_3_aln,Enhancement,1
es_wr_c2_19_14_3_acd,Extension,1
es_wr_c2_19_14_3_jrm,Elaboration,1
es_wr_c2_19_14_3_mmp,Extension,1
es_wr_c2_19_16_3_tmr,Elaboration,1
es_wr_c2_19_16_3_tmr,Enhancement,1
es_wr_c2_20_14_13_psr,Elaboration,1
es_wr_c2_20_14_13_psr,Enhancement,2
es_wr_c2_20_16_13_alc,Enhancement,1
es_wr_c2_20_17_13_rmv,Elaboration,1
es_wr_c2_20_17_13_sfp,Enhancement,2
es_wr_c2_21_11_3_sb,Elaboration,1
es_wr_c2_21_11_3_sb,Enhancement,2
es_wr_c2_21_11_3_vfv,Enhancement,1
es_wr_c2_21_15_13_smu,Extension,1
es_wr_c2_21_15_3_fjcg,Enhancement,1
es_wr_c2_21_15_3_scr,Extension,2
es_wr_c2_21_16_3_nmmb,Extension,1
es_wr_c2_22_12_3_srb,Enhancement,1
es_wr_c2_22_16_3_mcr,Enhancement,2
es_wr_c2_22_18_3_alc,Enhancement,1
es_wr_c2_22_19_3_man,Enhancement,1
es_wr_c2_23_17_3_db,Enhancement,1
es_wr_c2_23_17_3_sma,Enhancement,3
es_wr_c2_23_17_3_zi,Enhancement,1
es_wr_c2_23_18_3_imms,Enhancement,1
es_wr_c2_23_18_3_imms,Extension,1
es_wr_c2_24_19_3_imms,Extension,2
es_wr_c2_25_15_3_imms,Extension,2
es_wr_c2_27_15_3_alr,Enhancement,1
es_wr_c2_27_15_3_alr,Extension,1
es_wr_c2_30_24_14_rsr,Enhancement,1
es_wr_c2_30_27_3_rclr,Extension,1
es_wr_c2_48_8_3_rjsg,Enhancement,1
es_wr_c2_57_49_14_mamc,Extension,1
et_wr_c1_41_8_14_ji,Elaboration,1
fr_wr_a2_19_7_14_rd,Enhancement,1
fr_wr_b1_19_8.5_14_nd,Enhancement,1
it_wr_a2_19_14_14_dg,Enhancement,1
it_wr_a2_19_14_14_ls,Enhancement,2
it_wr_b1_19_13_14_au,Enhancement,2
it_wr_b1_19_13_14_lb,Enhancement,1
it_wr_b1_19_13_14_lb,Extension,1
it_wr_b1_19_14_14_gc,Elaboration,1
it_wr_b1_19_14_14_gc,Enhancement,2
it_wr_b1_19_14_14_mc,Enhancement,2
it_wr_b1_20_13_14_am,Enhancement,2
it_wr_b1_20_13_14_mb,Elaboration,1
it_wr_b1_20_14_14_ii,Enhancement,1
it_wr_b1_20_14_14_mc,Enhancement,4
it_wr_b1_20_14_14_ms,Enhancement,1
it_wr_b1_20_15_14_ma,Enhancement,2
it_wr_b1_21_10_14_xxxy,Enhancement,2
it_wr_b1_23_12_14_ad,Enhancement,1
it_wr_b1_26_13_14_cf,Enhancement,1
it_wr_b2_19_13_14_ab,Elaboration,1
it_wr_b2_19_13_14_ab,Enhancement,2
it_wr_b2_19_13_14_bs,Enhancement,3
it_wr_b2_19_13_14_bs,Extension,1
it_wr_b2_19_13_14_dc,Enhancement,3
it_wr_b2_19_13_14_fr,Extension,1
it_wr_b2_19_13_14_mm,Enhancement,2
it_wr_b2_19_13_14_ni,Enhancement,1
it_wr_b2_19_14_14_ad,Enhancement,1
it_wr_b2_19_14_14_bc,Enhancement,1
it_wr_b2_19_14_14_bc,Extension,1
it_wr_b2_19_14_14_bgg,Enhancement,1
it_wr_b2_19_14_14_bm,Enhancement,1
it_wr_b2_19_14_14_cv,Enhancement,2
it_wr_b2_19_14_14_meb,Enhancement,1
it_wr_b2_19_14_14_mp,Elaboration,2
it_wr_b2_19_14_14_mp,Enhancement,2
it_wr_b2_19_14_14_mp,Extension,2
it_wr_b2_19_14_14_xxxab,Enhancement,2
it_wr_b2_19_14_14_xxxab,Extension,4
it_wr_b2_19_15_14_vb,Enhancement,1
it_wr_b2_19_15_14_vb,Extension,1
it_wr_b2_19_6_14_mz,Enhancement,1
it_wr_b2_19_6_14_mz,Extension,2
it_wr_b2_19_8_14_ff,Elaboration,1
it_wr_b2_19_9_14_bm,Enhancement,1
it_wr_b2_20_12_14_nc,Enhancement,1
it_wr_b2_20_13_14_bb,Enhancement,2
it_wr_b2_20_14_14_aa,Elaboration,1
it_wr_b2_20_14_14_cg,Enhancement,2
it_wr_b2_20_14_14_gb,Enhancement,2
it_wr_b2_20_14_14_mj,Enhancement,2
it_wr_b2_20_14_14_sl,Enhancement,1
it_wr_b2_20_14_14_sl,Extension,1
it_wr_b2_20_14_14_vd,Enhancement,1
it_wr_b2_20_14_14_vd,Extension,1
it_wr_b2_20_15_14_gb,Enhancement,1
it_wr_b2_20_15_14_sz,Elaboration,1
it_wr_b2_20_15_14_sz,Enhancement,1
it_wr_b2_20_5_14_sm,Enhancement,1
it_wr_b2_20_8_14_mm,Enhancement,1
it_wr_b2_21_15_14_db,Enhancement,1
it_wr_b2_21_16_14_ab,Elaboration,1
it_wr_b2_34_17_14_es,Enhancement,1
it_wr_c1_19_12_14_am,Enhancement,1
it_wr_c1_19_12_14_ef,Enhancement,1
it_wr_c1_19_13_14_al,Enhancement,2
it_wr_c1_19_13_14_im,Enhancement,2
it_wr_c1_19_14_14_ab,Enhancement,1
it_wr_c1_19_14_14_acc,Enhancement,1
it_wr_c1_19_14_14_acc,Extension,1
it_wr_c1_19_15_14_fm,Enhancement,2
it_wr_c1_19_15_14_fm,Extension,2
it_wr_c1_19_16_14_sd,Extension,1
it_wr_c1_20_10_14_fv,Enhancement,1
it_wr_c1_20_13_14_gp,Enhancement,3
it_wr_c1_20_14_14_bn,Enhancement,1
it_wr_c1_20_14_14_dc,Enhancement,1
it_wr_c1_20_14_14_id,Enhancement,1
it_wr_c1_20_14_14_sc,Enhancement,1
it_wr_c1_20_14_14_xxxb,Enhancement,1
