text_id,detected_item,n_cases
es_wr_b2_20_15_3_lvl,if,1
es_wr_b2_20_17_3_bp,to conclude,1
es_wr_b2_20_17_3_cbl,after,1
es_wr_b2_20_17_3_cmmj,finally,1
es_wr_b2_20_17_3_lcm,and,1
es_wr_b2_20_17_3_lcm,in the end,1
es_wr_b2_20_8_3_nfb2,at first,1
es_wr_b2_21_10_3_fer,later,1
es_wr_b2_21_12_14_aegu,after that,1
es_wr_b2_21_12_3_imj,in the end,1
es_wr_b2_21_13_14_csl,finally,1
es_wr_b2_21_13_3_csl,finally,1
es_wr_b2_21_15_13_los,therefore,1
es_wr_b2_21_15_3_ajpm,after,1
es_wr_b2_21_16_3_dpg,to summarize,1
es_wr_b2_21_16_3_ird,therefore,1
es_wr_b2_21_16_3_lgt,overall,1
es_wr_b2_21_16_3_psm,at first,1
es_wr_b2_21_17_13_mrb,the next morning,1
es_wr_b2_21_17_3_gfn,after,1
es_wr_b2_21_18_13_lam,the next morning,1
es_wr_b2_21_18_3_epm,while,1
es_wr_b2_21_8_3_cm,finally,1
es_wr_b2_22_11_14_drg,afterwards,1
es_wr_b2_22_11_14_drg,later on,1
es_wr_b2_22_15_14_jaa,finally,1
es_wr_b2_22_15_14_mcds,then,1
es_wr_b2_22_15_3_jrm,due to,1
es_wr_b2_22_16_13_jrrm,after,1
es_wr_b2_22_16_13_jrrm,the next morning,1
es_wr_b2_22_16_3_mmb,to sum up,1
es_wr_b2_22_19_3_aoa,finally,1
es_wr_b2_22_19_3_pcc,although,1
es_wr_b2_22_19_3_pcc,on the other hand,1
es_wr_b2_22_19_3_pcc,since,1
es_wr_b2_23_15_14_lfc,finally,1
es_wr_b2_23_15_14_lfc,however,1
es_wr_b2_23_16_3_icc,nevertheless,1
es_wr_b2_23_19_3_jtc,nevertheless,1
es_wr_b2_23_1_13_acd,after,1
es_wr_b2_23_1_13_acd,even if,1
es_wr_b2_23_1_13_acd,in that moment,1
es_wr_b2_23_1_13_acd,that night,1
es_wr_b2_23_21_14_nnt,after,1
es_wr_b2_23_6_3_lrm,also,1
es_wr_b2_24_14_14_rgg,then,1
es_wr_b2_24_14_3_apr,a bit later,1
es_wr_b2_24_14_3_apr,and,2
es_wr_b2_24_14_3_apr,on the other hand,1
es_wr_b2_24_14_3_apr,soon,1
es_wr_b2_24_15_3_jrc,throughout,1
es_wr_b2_24_19_14_mabg,after that,1
es_wr_b2_24_20_3_ntp,thanks to,1
es_wr_b2_24_8_3_cldlh,another,1
es_wr_b2_24_8_3_cldlh,however,1
es_wr_b2_25_10_13_mpt,after,1
es_wr_b2_26_18_14_mrm,eventually,1
es_wr_b2_29_10_3_aam,however,1
es_wr_b2_39_27_14_rsp,after a while,1
es_wr_b2_43_32_3_am,in the meantime,1
es_wr_b2_51_25_3_rmmr,finally,1
es_wr_c1_17_14_13_mvj,at first,1
es_wr_c1_17_14_13_mvj,the following day,1
es_wr_c1_17_14_13_mvj,while,1
es_wr_c1_17_7_3_pvm,to summarise,1
es_wr_c1_18_10_3_mg,additionally,1
es_wr_c1_18_10_3_mg,in conclusion,1
es_wr_c1_18_12_14_cbg,finally,1
es_wr_c1_18_12_14_lbt,then,1
es_wr_c1_18_12_3_eno,while,1
es_wr_c1_18_13_14_mscm,after,1
es_wr_c1_18_13_14_mscm,then,1
es_wr_c1_18_13_3_amr,in a nutshell,1
es_wr_c1_18_13_3_amr,yet,1
es_wr_c1_18_13_3_arc,after,1
es_wr_c1_18_13_3_arc,at first,1
es_wr_c1_18_13_3_nsbb,later on,1
es_wr_c1_18_13_3_nsbb,later that year,1
es_wr_c1_18_15_3_cgr,after,1
es_wr_c1_18_15_3_cgr,however,1
es_wr_c1_18_15_3_muj,finally,1
es_wr_c1_18_15_3_muj,later,1
es_wr_c1_18_9_3_brg,in addition,1
es_wr_c1_19_10_3_mor,after,1
es_wr_c1_19_10_3_mrs,to sum up,1
es_wr_c1_19_12_3_ara,aside from,1
es_wr_c1_19_12_3_jcf,furthermore,1
es_wr_c1_19_12_3_jcf,in conclusion,1
es_wr_c1_19_13_13_aga,nevertheless,1
es_wr_c1_19_13_3_avwm,while,1
es_wr_c1_19_13_3_eap,at this point,1
es_wr_c1_19_13_3_eap,however,1
