text_id,analysis_level,detected_item,feature_code,macro_category,path_2,path_3,path_4,path_5,taxis,raw_count,per_1000,word_count_text,word_count_source
es_wr_c1_23_18_3_pof,inter_sentential_v2,finally,intersent_enh_spatio_temporal_simple_concl,Enhancement,Spatio-temporal,Simple,Conclusive,,,1,2.941176470588235,340,parser_full_text
es_wr_c1_23_18_3_pof,inter_sentential_v2,however,intersent_ext_adv,Extension,Adversative,,,,,1,2.941176470588235,340,parser_full_text
es_wr_c1_23_19_3_jfog,inter_sentential_v2,finally,intersent_enh_spatio_temporal_simple_concl,Enhancement,Spatio-temporal,Simple,Conclusive,,,1,1.9230769230769231,520,parser_full_text
es_wr_c1_23_19_3_zrp,inter_sentential_v2,after,intersent_enh_spatio_temporal_simple_following,Enhancement,Spatio-temporal,Simple,Following,,,1,2.617801047120419,382,parser_full_text
es_wr_c1_23_19_3_zrp,inter_sentential_v2,finally,intersent_enh_spatio_temporal_simple_concl,Enhancement,Spatio-temporal,Simple,Conclusive,,,1,2.617801047120419,382,parser_full_text
es_wr_c1_23_19_3_zrp,inter_sentential_v2,however,intersent_ext_adv,Extension,Adversative,,,,,1,2.617801047120419,382,parser_full_text
es_wr_c1_23_20_13_aj,inter_sentential_v2,fortunately,intersent_enh_caus_conc,Enhancement,Causal-Conditional,Concessive,,,,1,2.8328611898017,353,parser_full_text
es_wr_c1_23_20_13_aj,inter_sentential_v2,while,intersent_ext_adv,Extension,Adversative,,,,,1,2.8328611898017,353,parser_full_text
es_wr_c1_23_20_14_ghm,inter_sentential_v2,at the same time,intersent_enh_spatio_temporal_simple_sim,Enhancement,Spatio-temporal,Simple,Simultaneous,,,1,1.6556291390728477,604,parser_full_text
es_wr_c1_23_20_14_ghm,inter_sentential_v2,then,intersent_enh_spatio_temporal_simple_following,Enhancement,Spatio-temporal,Simple,Following,,,1,1.6556291390728477,604,parser_full_text
es_wr_c1_23_5_13_mdbs,inter_sentential_v2,however,intersent_ext_adv,Extension,Adversative,,,,,1,3.3783783783783785,296,parser_full_text
es_wr_c1_23_8_3_mn,inter_sentential_v2,meanwhile,intersent_enh_spatio_temporal_simple_sim,Enhancement,Spatio-temporal,Simple,Simultaneous,,,1,2.5706940874035986,389,parser_full_text
es_wr_c1_24_12_14_dgc,inter_sentential_v2,finally,intersent_enh_spatio_temporal_simple_concl,Enhancement,Spatio-temporal,Simple,Conclusive,,,1,2.4096385542168677,415,parser_full_text
es_wr_c1_24_12_14_dgc,inter_sentential_v2,however,intersent_ext_adv,Extension,Adversative,,,,,1,2.4096385542168677,415,parser_full_text
es_wr_c1_24_14_14_ihm,inter_sentential_v2,however,intersent_ext_adv,Extension,Adversative,,,,,1,2.0242914979757085,494,parser_full_text
es_wr_c1_24_14_14_ihm,inter_sentential_v2,later,intersent_enh_spatio_temporal_simple_following,Enhancement,Spatio-temporal,Simple,Following,,,1,2.0242914979757085,494,parser_full_text
es_wr_c1_24_14_14_ihm,inter_sentential_v2,then,intersent_enh_spatio_temporal_simple_following,Enhancement,Spatio-temporal,Simple,Following,,,1,2.0242914979757085,494,parser_full_text
es_wr_c1_24_14_3_phb,inter_sentential_v2,after,intersent_enh_spatio_temporal_simple_following,Enhancement,Spatio-temporal,Simple,Following,,,1,2.375296912114014,421,parser_full_text
es_wr_c1_24_14_3_phb,inter_sentential_v2,finally,intersent_enh_spatio_temporal_simple_concl,Enhancement,Spatio-temporal,Simple,Conclusive,,,1,2.375296912114014,421,parser_full_text
es_wr_c1_24_14_3_phb,inter_sentential_v2,however,intersent_ext_adv,Extension,Adversative,,,,,1,2.375296912114014,421,parser_full_text
es_wr_c1_24_15_3_iag,inter_sentential_v2,although,intersent_ext_adv,Extension,Adversative,,,,,1,2.73224043715847,366,parser_full_text
