text_id,macro_category,n_cases
gig_162,Extension,2
gig_163,Enhancement,2
gig_163,Extension,2
gig_164,Enhancement,1
gig_164,Extension,1
gig_165,Elaboration,1
gig_165,Enhancement,2
gig_165,Extension,4
gig_166,Enhancement,2
gig_166,Extension,2
gig_167,Enhancement,4
gig_168,Enhancement,2
gig_169,Enhancement,4
gig_16a,Extension,1
gig_16c,Enhancement,1
gig_16d,Enhancement,2
gig_170,Enhancement,1
gig_170,Extension,1
gig_171,Enhancement,3
gig_171,Extension,4
gig_172,Extension,1
gig_173,Extension,3
gig_174,Enhancement,1
gig_174,Extension,1
gig_175,Extension,1
gig_176,Enhancement,3
gig_177,Enhancement,1
gig_177,Extension,2
gig_178,Elaboration,1
gig_178,Enhancement,2
gig_178,Extension,2
gig_179,Enhancement,1
gig_179,Extension,1
gig_182,Extension,4
gig_183,Enhancement,1
gig_184,Enhancement,3
gig_185,Extension,3
gig_186,Enhancement,1
gig_186,Extension,1
gig_187,Enhancement,1
gig_187,Extension,1
gig_188,Enhancement,1
gig_189,Enhancement,3
gig_189,Extension,4
gig_18d,Enhancement,2
gig_190,Enhancement,3
gig_190,Extension,1
gig_191,Enhancement,1
gig_191,Extension,4
gig_193,Enhancement,2
gig_193,Extension,1
gig_194,Elaboration,1
gig_195,Enhancement,1
gig_196,Elaboration,1
gig_196,Enhancement,2
gig_199,Elaboration,1
gig_199,Enhancement,1
gig_199,Extension,1
gig_19a,Enhancement,1
gig_2,Extension,1
gig_200,Enhancement,2
gig_200,Extension,1
gig_201,Enhancement,3
gig_202,Extension,1
gig_203,Enhancement,1
gig_203,Extension,1
gig_204,Enhancement,3
gig_205,Enhancement,3
gig_205,Extension,3
gig_206,Extension,3
gig_207,Enhancement,2
gig_207,Extension,2
gig_208,Enhancement,1
gig_208,Extension,1
gig_209,Extension,1
gig_211,Elaboration,1
gig_211,Enhancement,3
gig_212,Enhancement,1
gig_212,Extension,1
gig_213,Extension,2
gig_214,Enhancement,3
gig_215,Enhancement,3
gig_215,Extension,1
gig_216,Enhancement,1
gig_216,Extension,2
gig_217,Enhancement,1
gig_218,Elaboration,1
gig_218,Enhancement,2
